Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.0218149;1.41155e-05
2.500000;1.1514e-05;0.0211284;1.3553e-05
2.500000;1.32571e-05;0.0204699;1.31277e-05
2.500000;1.52642e-05;0.0198442;1.27429e-05
2.500000;1.75751e-05;0.0192458;1.2288e-05
2.500000;2.02359e-05;0.0186239;1.18702e-05
2.500000;2.32995e-05;0.0180566;1.16402e-05
2.500000;2.6827e-05;0.0175153;1.11118e-05
2.500000;3.08884e-05;0.0169522;1.07427e-05
2.500000;3.55648e-05;0.0164235;1.04371e-05
2.500000;4.09492e-05;0.0159337;1.01139e-05
2.500000;4.71487e-05;0.0154233;9.77615e-06
2.500000;5.42868e-05;0.0149276;9.41393e-06
2.500000;6.25055e-05;0.0144654;9.08663e-06
2.500000;7.19686e-05;0.0140206;8.77022e-06
2.500000;8.28643e-05;0.013556;8.60485e-06
2.500000;9.54095e-05;0.0131376;8.20299e-06
2.500000;0.000109854;0.0127353;8.07369e-06
2.500000;0.000126486;0.0123187;7.76413e-06
2.500000;0.000145635;0.0119218;7.55752e-06
2.500000;0.000167683;0.0115469;7.27075e-06
2.500000;0.00019307;0.0111862;7.09679e-06
2.500000;0.0002223;0.0108155;6.86779e-06
2.500000;0.000255955;0.0104746;6.64058e-06
2.500000;0.000294705;0.0101491;6.44787e-06
2.500000;0.000339322;0.00980924;6.22361e-06
2.500000;0.000390694;0.00949663;6.05659e-06
2.500000;0.000449843;0.00920264;5.87327e-06
2.500000;0.000517947;0.00889536;5.6701e-06
2.500000;0.000596362;0.00859939;5.474e-06
2.500000;0.000686649;0.00832328;5.29378e-06
2.500000;0.000790604;0.00805814;5.13893e-06
2.500000;0.000910298;0.00778227;4.9701e-06
2.500000;0.00104811;0.00753089;4.81639e-06
2.500000;0.00120679;0.00729291;4.68264e-06
2.500000;0.0013895;0.00704461;4.53573e-06
2.500000;0.00159986;0.00680898;4.38218e-06
2.500000;0.00184207;0.00658435;4.23263e-06
2.500000;0.00212095;0.00636918;4.12378e-06
2.500000;0.00244205;0.00614925;3.98082e-06
2.500000;0.00281177;0.00594658;3.84875e-06
2.500000;0.00323746;0.00575324;3.73023e-06
2.500000;0.00372759;0.0055517;3.59933e-06
2.500000;0.00429193;0.00536466;3.47907e-06
2.500000;0.00494171;0.00519043;3.37269e-06
2.500000;0.00568987;0.00500919;3.25861e-06
2.500000;0.00655129;0.00483437;3.14426e-06
2.500000;0.00754312;0.00467014;3.00119e-06
2.500000;0.00868511;0.00451294;2.90484e-06
2.500000;0.01;0.00434967;2.81911e-06
