Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.0213457;1.33858e-05
2.500000;1.1514e-05;0.0206808;1.296e-05
2.500000;1.32571e-05;0.0200435;1.24287e-05
2.500000;1.52642e-05;0.0194414;1.19132e-05
2.500000;1.75751e-05;0.0188561;1.15151e-05
2.500000;2.02359e-05;0.0182537;1.08804e-05
2.500000;2.32995e-05;0.0177105;1.05186e-05
2.500000;2.6827e-05;0.0171776;1.01769e-05
2.500000;3.08884e-05;0.0166307;9.86045e-06
2.500000;3.55648e-05;0.0161203;9.56051e-06
2.500000;4.09492e-05;0.0156404;9.27113e-06
2.500000;4.71487e-05;0.0151451;8.97012e-06
2.500000;5.42868e-05;0.0146649;8.64588e-06
2.500000;6.25055e-05;0.014217;8.36423e-06
2.500000;7.19686e-05;0.013783;8.09361e-06
2.500000;8.28643e-05;0.0133364;7.83026e-06
2.500000;9.54095e-05;0.0129259;7.60414e-06
2.500000;0.000109854;0.0125339;7.37975e-06
2.500000;0.000126486;0.0121281;7.11158e-06
2.500000;0.000145635;0.0117435;6.88345e-06
2.500000;0.000167683;0.0113767;6.67228e-06
2.500000;0.00019307;0.0110212;6.46005e-06
2.500000;0.0002223;0.0106592;6.25894e-06
2.500000;0.000255955;0.0103278;6.05632e-06
2.500000;0.000294705;0.0100067;5.87988e-06
2.500000;0.000339322;0.0096771;5.69637e-06
2.500000;0.000390694;0.0093689;5.50642e-06
2.500000;0.000449843;0.00907924;5.34042e-06
2.500000;0.000517947;0.00878024;5.171e-06
2.500000;0.000596362;0.00849167;5.0049e-06
2.500000;0.000686649;0.00822168;4.84114e-06
2.500000;0.000790604;0.00796028;4.69692e-06
2.500000;0.000910298;0.00769195;4.54612e-06
2.500000;0.00104811;0.00744726;4.40666e-06
2.500000;0.00120679;0.00721158;4.28711e-06
2.500000;0.0013895;0.00696862;4.14573e-06
2.500000;0.00159986;0.00674002;4.00449e-06
2.500000;0.00184207;0.00651992;3.87848e-06
2.500000;0.00212095;0.00630786;3.76144e-06
2.500000;0.00244205;0.00609254;3.63239e-06
2.500000;0.00281177;0.00589425;3.51865e-06
2.500000;0.00323746;0.00570256;3.41383e-06
2.500000;0.00372759;0.00550485;3.30618e-06
2.500000;0.00429193;0.00532167;3.20143e-06
2.500000;0.00494171;0.00514898;3.10904e-06
2.500000;0.00568987;0.00497027;3.00778e-06
2.500000;0.00655129;0.00479961;2.90736e-06
2.500000;0.00754312;0.00463835;2.80939e-06
2.500000;0.00868511;0.00448349;2.72375e-06
2.500000;0.01;0.00432281;2.62768e-06
