Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.0218182;1.21122e-05
2.500000;1.1514e-05;0.0211291;1.1725e-05
2.500000;1.32571e-05;0.0204732;1.13479e-05
2.500000;1.52642e-05;0.0198474;1.10071e-05
2.500000;1.75751e-05;0.0192496;1.06959e-05
2.500000;2.02359e-05;0.0186297;1.03616e-05
2.500000;2.32995e-05;0.0180656;1.00531e-05
2.500000;2.6827e-05;0.0175244;9.7836e-06
2.500000;3.08884e-05;0.0169581;9.45959e-06
2.500000;3.55648e-05;0.0164295;9.15254e-06
2.500000;4.09492e-05;0.0159392;8.89676e-06
2.500000;4.71487e-05;0.015427;8.60842e-06
2.500000;5.42868e-05;0.0149296;8.3315e-06
2.500000;6.25055e-05;0.0144667;8.05383e-06
2.500000;7.19686e-05;0.0140217;7.83756e-06
2.500000;8.28643e-05;0.0135619;7.58046e-06
2.500000;9.54095e-05;0.0131395;7.34054e-06
2.500000;0.000109854;0.0127392;7.15168e-06
2.500000;0.000126486;0.0123214;6.91889e-06
2.500000;0.000145635;0.011925;6.69584e-06
2.500000;0.000167683;0.0115499;6.48405e-06
2.500000;0.00019307;0.011189;6.32235e-06
2.500000;0.0002223;0.0108179;6.10505e-06
2.500000;0.000255955;0.0104763;5.90603e-06
2.500000;0.000294705;0.0101509;5.75543e-06
2.500000;0.000339322;0.00981108;5.56199e-06
2.500000;0.000390694;0.0094963;5.40954e-06
2.500000;0.000449843;0.00920289;5.25853e-06
2.500000;0.000517947;0.00889553;5.0912e-06
2.500000;0.000596362;0.0086004;4.9047e-06
2.500000;0.000686649;0.00832381;4.74423e-06
2.500000;0.000790604;0.00805862;4.61734e-06
2.500000;0.000910298;0.00778261;4.45055e-06
2.500000;0.00104811;0.00753175;4.30304e-06
2.500000;0.00120679;0.00729242;4.17687e-06
2.500000;0.0013895;0.00704404;4.04179e-06
2.500000;0.00159986;0.00680929;3.89821e-06
2.500000;0.00184207;0.00658482;3.7815e-06
2.500000;0.00212095;0.0063695;3.66238e-06
2.500000;0.00244205;0.00614863;3.53676e-06
2.500000;0.00281177;0.0059462;3.42333e-06
2.500000;0.00323746;0.00575338;3.33133e-06
2.500000;0.00372759;0.00555114;3.22518e-06
2.500000;0.00429193;0.00536474;3.12019e-06
2.500000;0.00494171;0.00519007;3.02629e-06
2.500000;0.00568987;0.00500853;2.923e-06
2.500000;0.00655129;0.0048335;2.82675e-06
2.500000;0.00754312;0.00466987;2.73246e-06
2.500000;0.00868511;0.00451302;2.65566e-06
2.500000;0.01;0.00434934;2.55154e-06
