Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.0217761;1.14749e-05
2.500000;1.1514e-05;0.021088;1.10916e-05
2.500000;1.32571e-05;0.0204332;1.07385e-05
2.500000;1.52642e-05;0.0198095;1.04184e-05
2.500000;1.75751e-05;0.0192124;1.01387e-05
2.500000;2.02359e-05;0.0185939;9.80417e-06
2.500000;2.32995e-05;0.0180287;9.48795e-06
2.500000;2.6827e-05;0.0174891;9.23122e-06
2.500000;3.08884e-05;0.0169248;8.91357e-06
2.500000;3.55648e-05;0.0163957;8.62479e-06
2.500000;4.09492e-05;0.0159047;8.38547e-06
2.500000;4.71487e-05;0.0153932;8.10549e-06
2.500000;5.42868e-05;0.0148982;7.83853e-06
2.500000;6.25055e-05;0.0144356;7.55274e-06
2.500000;7.19686e-05;0.0139928;7.36001e-06
2.500000;8.28643e-05;0.0135325;7.10984e-06
2.500000;9.54095e-05;0.0131099;6.88189e-06
2.500000;0.000109854;0.0127103;6.71684e-06
2.500000;0.000126486;0.0122928;6.48186e-06
2.500000;0.000145635;0.0118972;6.27275e-06
2.500000;0.000167683;0.0115218;6.06697e-06
2.500000;0.00019307;0.0111616;5.90229e-06
2.500000;0.0002223;0.0107898;5.71441e-06
2.500000;0.000255955;0.0104512;5.54667e-06
2.500000;0.000294705;0.0101269;5.38969e-06
2.500000;0.000339322;0.00978878;5.22873e-06
2.500000;0.000390694;0.00947368;5.05069e-06
2.500000;0.000449843;0.00917948;4.92467e-06
2.500000;0.000517947;0.00887358;4.76341e-06
2.500000;0.000596362;0.00857894;4.60165e-06
2.500000;0.000686649;0.0083018;4.44913e-06
2.500000;0.000790604;0.00803699;4.32314e-06
2.500000;0.000910298;0.00776155;4.16828e-06
2.500000;0.00104811;0.00750976;4.02888e-06
2.500000;0.00120679;0.00727164;3.91627e-06
2.500000;0.0013895;0.00702322;3.78571e-06
2.500000;0.00159986;0.00678854;3.65934e-06
2.500000;0.00184207;0.00656404;3.53763e-06
2.500000;0.00212095;0.0063503;3.4376e-06
2.500000;0.00244205;0.00613028;3.32274e-06
2.500000;0.00281177;0.0059284;3.21232e-06
2.500000;0.00323746;0.0057347;3.11632e-06
2.500000;0.00372759;0.00553313;3.0086e-06
2.500000;0.00429193;0.0053468;2.90939e-06
2.500000;0.00494171;0.00517307;2.8306e-06
2.500000;0.00568987;0.00499123;2.73015e-06
2.500000;0.00655129;0.00481714;2.645e-06
2.500000;0.00754312;0.00465328;2.56146e-06
2.500000;0.00868511;0.00449655;2.48369e-06
2.500000;0.01;0.00433344;2.39611e-06
