Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.00131041;8.88451e-07
2.500000;1.1514e-05;0.00127035;8.61345e-07
2.500000;1.32571e-05;0.00123204;8.36219e-07
2.500000;1.52642e-05;0.0011957;8.10727e-07
2.500000;1.75751e-05;0.00116068;7.8924e-07
2.500000;2.02359e-05;0.0011248;7.6492e-07
2.500000;2.32995e-05;0.00109195;7.42659e-07
2.500000;2.6827e-05;0.00106024;7.23055e-07
2.500000;3.08884e-05;0.00102736;6.99348e-07
2.500000;3.55648e-05;0.000996574;6.78309e-07
2.500000;4.09492e-05;0.00096792;6.60561e-07
2.500000;4.71487e-05;0.000938054;6.41157e-07
2.500000;5.42868e-05;0.000908984;6.17648e-07
2.500000;6.25055e-05;0.000881991;5.99415e-07
2.500000;7.19686e-05;0.000855827;5.83764e-07
2.500000;8.28643e-05;0.000828787;5.65565e-07
2.500000;9.54095e-05;0.000804064;5.48761e-07
2.500000;0.000109854;0.000780515;5.34784e-07
2.500000;0.000126486;0.000755989;5.18433e-07
2.500000;0.000145635;0.000732658;5.02286e-07
2.500000;0.000167683;0.000710476;4.87423e-07
2.500000;0.00019307;0.000689075;4.74014e-07
2.500000;0.0002223;0.000667253;4.57978e-07
2.500000;0.000255955;0.000647205;4.45232e-07
2.500000;0.000294705;0.000627827;4.32489e-07
2.500000;0.000339322;0.000607771;4.1908e-07
2.500000;0.000390694;0.000588986;4.06782e-07
2.500000;0.000449843;0.000571528;3.96021e-07
2.500000;0.000517947;0.000553303;3.82469e-07
2.500000;0.000596362;0.000535864;3.70332e-07
2.500000;0.000686649;0.000519385;3.58608e-07
2.500000;0.000790604;0.000503538;3.48086e-07
2.500000;0.000910298;0.000487088;3.36238e-07
2.500000;0.00104811;0.000472009;3.25728e-07
2.500000;0.00120679;0.000457665;3.15973e-07
2.500000;0.0013895;0.000442697;3.05739e-07
2.500000;0.00159986;0.000428602;2.96288e-07
2.500000;0.00184207;0.000415081;2.87094e-07
2.500000;0.00212095;0.000402131;2.78576e-07
2.500000;0.00244205;0.00038895;2.69247e-07
2.500000;0.00281177;0.000376775;2.60803e-07
2.500000;0.00323746;0.000365073;2.52987e-07
2.500000;0.00372759;0.000352893;2.44778e-07
2.500000;0.00429193;0.000341594;2.36535e-07
2.500000;0.00494171;0.000331032;2.29871e-07
2.500000;0.00568987;0.000320014;2.22766e-07
2.500000;0.00655129;0.000309452;2.15622e-07
2.500000;0.00754312;0.000299491;2.08791e-07
2.500000;0.00868511;0.000289952;2.02696e-07
2.500000;0.01;0.00028002;1.96118e-07
