Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.00128161;8.34524e-07
2.500000;1.1514e-05;0.00124308;8.09576e-07
2.500000;1.32571e-05;0.00120615;7.8514e-07
2.500000;1.52642e-05;0.00117104;7.63104e-07
2.500000;1.75751e-05;0.00113698;7.41092e-07
2.500000;2.02359e-05;0.00110218;7.20136e-07
2.500000;2.32995e-05;0.00107039;6.98896e-07
2.500000;2.6827e-05;0.00103942;6.77905e-07
2.500000;3.08884e-05;0.00100769;6.57829e-07
2.500000;3.55648e-05;0.000977851;6.38616e-07
2.500000;4.09492e-05;0.000949706;6.20657e-07
2.500000;4.71487e-05;0.000920791;6.02138e-07
2.500000;5.42868e-05;0.000892719;5.83066e-07
2.500000;6.25055e-05;0.00086653;5.66583e-07
2.500000;7.19686e-05;0.000841018;5.50434e-07
2.500000;8.28643e-05;0.000814767;5.33596e-07
2.500000;9.54095e-05;0.000790771;5.17521e-07
2.500000;0.000109854;0.000767633;5.02026e-07
2.500000;0.000126486;0.000743819;4.86848e-07
2.500000;0.000145635;0.000721169;4.72099e-07
2.500000;0.000167683;0.000699593;4.57656e-07
2.500000;0.00019307;0.000678683;4.44142e-07
2.500000;0.0002223;0.000657424;4.30411e-07
2.500000;0.000255955;0.000637838;4.16604e-07
2.500000;0.000294705;0.000618861;4.04254e-07
2.500000;0.000339322;0.000599349;3.91408e-07
2.500000;0.000390694;0.000581125;3.79592e-07
2.500000;0.000449843;0.000563934;3.6864e-07
2.500000;0.000517947;0.000546146;3.57262e-07
2.500000;0.000596362;0.000528998;3.45868e-07
2.500000;0.000686649;0.000512995;3.35352e-07
2.500000;0.000790604;0.000497439;3.25629e-07
2.500000;0.000910298;0.000481372;3.15449e-07
2.500000;0.00104811;0.000466728;3.06117e-07
2.500000;0.00120679;0.000452591;2.97311e-07
2.500000;0.0013895;0.000438039;2.87804e-07
2.500000;0.00159986;0.000424243;2.78431e-07
2.500000;0.00184207;0.000411017;2.70087e-07
2.500000;0.00212095;0.000398187;2.62223e-07
2.500000;0.00244205;0.000385287;2.53799e-07
2.500000;0.00281177;0.000373354;2.45988e-07
2.500000;0.00323746;0.000361776;2.38734e-07
2.500000;0.00372759;0.000349883;2.30919e-07
2.500000;0.00429193;0.000338864;2.2341e-07
2.500000;0.00494171;0.000328387;2.17012e-07
2.500000;0.00568987;0.000317627;2.10307e-07
2.500000;0.00655129;0.00030726;2.03597e-07
2.500000;0.00754312;0.000297485;1.97225e-07
2.500000;0.00868511;0.000288093;1.91587e-07
2.500000;0.01;0.000278356;1.85339e-07
