Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.0013109;8.93154e-07
2.500000;1.1514e-05;0.00127097;8.66766e-07
2.500000;1.32571e-05;0.00123263;8.41101e-07
2.500000;1.52642e-05;0.00119616;8.15991e-07
2.500000;1.75751e-05;0.00116122;7.92847e-07
2.500000;2.02359e-05;0.00112515;7.69075e-07
2.500000;2.32995e-05;0.00109228;7.47598e-07
2.500000;2.6827e-05;0.00106062;7.26819e-07
2.500000;3.08884e-05;0.0010277;7.04611e-07
2.500000;3.55648e-05;0.000996987;6.83203e-07
2.500000;4.09492e-05;0.000968217;6.65307e-07
2.500000;4.71487e-05;0.000938362;6.44879e-07
2.500000;5.42868e-05;0.000909217;6.25192e-07
2.500000;6.25055e-05;0.000882191;6.03737e-07
2.500000;7.19686e-05;0.000856065;5.87956e-07
2.500000;8.28643e-05;0.000829071;5.69562e-07
2.500000;9.54095e-05;0.00080432;5.52914e-07
2.500000;0.000109854;0.000780755;5.38675e-07
2.500000;0.000126486;0.00075621;5.22223e-07
2.500000;0.000145635;0.000732864;5.05872e-07
2.500000;0.000167683;0.00071075;4.90377e-07
2.500000;0.00019307;0.000689386;4.77185e-07
2.500000;0.0002223;0.000667381;4.6174e-07
2.500000;0.000255955;0.00064722;4.47566e-07
2.500000;0.000294705;0.000627865;4.36052e-07
2.500000;0.000339322;0.000607828;4.22959e-07
2.500000;0.000390694;0.000589081;4.0985e-07
2.500000;0.000449843;0.000571589;3.99001e-07
2.500000;0.000517947;0.000553361;3.86127e-07
2.500000;0.000596362;0.000535827;3.73988e-07
2.500000;0.000686649;0.000519383;3.61973e-07
2.500000;0.000790604;0.000503608;3.51481e-07
2.500000;0.000910298;0.000487142;3.40624e-07
2.500000;0.00104811;0.000472113;3.29901e-07
2.500000;0.00120679;0.000457781;3.21162e-07
2.500000;0.0013895;0.000442752;3.10335e-07
2.500000;0.00159986;0.000428661;3.00284e-07
2.500000;0.00184207;0.000415134;2.90504e-07
2.500000;0.00212095;0.000402191;2.81805e-07
2.500000;0.00244205;0.000388973;2.72431e-07
2.500000;0.00281177;0.000376788;2.64132e-07
2.500000;0.00323746;0.000365059;2.56144e-07
2.500000;0.00372759;0.000352915;2.47607e-07
2.500000;0.00429193;0.000341616;2.39977e-07
2.500000;0.00494171;0.000331035;2.33079e-07
2.500000;0.00568987;0.000319985;2.25778e-07
2.500000;0.00655129;0.000309433;2.1859e-07
2.500000;0.00754312;0.000299531;2.11523e-07
2.500000;0.00868511;0.000289928;2.04943e-07
2.500000;0.01;0.000280063;1.97805e-07
