Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.000676384;4.27754e-07
2.500000;1.1514e-05;0.000658073;4.16568e-07
2.500000;1.32571e-05;0.000640435;4.05438e-07
2.500000;1.52642e-05;0.000623633;3.94576e-07
2.500000;1.75751e-05;0.000606965;3.83985e-07
2.500000;2.02359e-05;0.000590146;3.73596e-07
2.500000;2.32995e-05;0.000574813;3.63673e-07
2.500000;2.6827e-05;0.000559543;3.53663e-07
2.500000;3.08884e-05;0.000544068;3.43601e-07
2.500000;3.55648e-05;0.00052962;3.35321e-07
2.500000;4.09492e-05;0.000515593;3.24842e-07
2.500000;4.71487e-05;0.000501446;3.17356e-07
2.500000;5.42868e-05;0.000487632;3.08628e-07
2.500000;6.25055e-05;0.000474744;3.00111e-07
2.500000;7.19686e-05;0.000461904;2.92003e-07
2.500000;8.28643e-05;0.000448932;2.83443e-07
2.500000;9.54095e-05;0.000437018;2.75931e-07
2.500000;0.000109854;0.000425285;2.68494e-07
2.500000;0.000126486;0.000413385;2.61025e-07
2.500000;0.000145635;0.000402035;2.53743e-07
2.500000;0.000167683;0.000391153;2.46415e-07
2.500000;0.00019307;0.000380403;2.3958e-07
2.500000;0.0002223;0.000369654;2.32679e-07
2.500000;0.000255955;0.000359831;2.27133e-07
2.500000;0.000294705;0.000349985;2.20767e-07
2.500000;0.000339322;0.000340051;2.14521e-07
2.500000;0.000390694;0.000330765;2.08638e-07
2.500000;0.000449843;0.000321795;2.02888e-07
2.500000;0.000517947;0.000312705;1.97219e-07
2.500000;0.000596362;0.000303883;1.91479e-07
2.500000;0.000686649;0.000295635;1.86166e-07
2.500000;0.000790604;0.000287428;1.80929e-07
2.500000;0.000910298;0.000279143;1.7555e-07
2.500000;0.00104811;0.000271569;1.707e-07
2.500000;0.00120679;0.000264066;1.6601e-07
2.500000;0.0013895;0.000256481;1.61131e-07
2.500000;0.00159986;0.000249292;1.56608e-07
2.500000;0.00184207;0.000242398;1.52164e-07
2.500000;0.00212095;0.000235556;1.479e-07
2.500000;0.00244205;0.000228772;1.43639e-07
2.500000;0.00281177;0.000222495;1.39611e-07
2.500000;0.00323746;0.000216241;1.35605e-07
2.500000;0.00372759;0.000209918;1.31425e-07
2.500000;0.00429193;0.000204056;1.27746e-07
2.500000;0.00494171;0.000198355;1.24145e-07
2.500000;0.00568987;0.000192615;1.20321e-07
2.500000;0.00655129;0.000187059;1.16813e-07
2.500000;0.00754312;0.000181819;1.13395e-07
2.500000;0.00868511;0.000176629;1.10148e-07
2.500000;0.01;0.000171363;1.06762e-07
