Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.00116874;7.41628e-07
2.500000;1.1514e-05;0.00113485;7.2043e-07
2.500000;1.32571e-05;0.0011023;7.00036e-07
2.500000;1.52642e-05;0.00107148;6.80645e-07
2.500000;1.75751e-05;0.00104053;6.59445e-07
2.500000;2.02359e-05;0.00100974;6.40659e-07
2.500000;2.32995e-05;0.000981636;6.22768e-07
2.500000;2.6827e-05;0.00095334;6.04696e-07
2.500000;3.08884e-05;0.000925112;5.86536e-07
2.500000;3.55648e-05;0.000898685;5.69771e-07
2.500000;4.09492e-05;0.000873117;5.53823e-07
2.500000;4.71487e-05;0.000847359;5.37738e-07
2.500000;5.42868e-05;0.000822382;5.22015e-07
2.500000;6.25055e-05;0.000799089;5.07326e-07
2.500000;7.19686e-05;0.000775747;4.92996e-07
2.500000;8.28643e-05;0.0007523;4.77664e-07
2.500000;9.54095e-05;0.000730811;4.63964e-07
2.500000;0.000109854;0.000709658;4.50893e-07
2.500000;0.000126486;0.000688457;4.37501e-07
2.500000;0.000145635;0.000668168;4.24939e-07
2.500000;0.000167683;0.000648868;4.12987e-07
2.500000;0.00019307;0.000629637;4.01304e-07
2.500000;0.0002223;0.000610535;3.89067e-07
2.500000;0.000255955;0.000593048;3.78284e-07
2.500000;0.000294705;0.000575583;3.67408e-07
2.500000;0.000339322;0.000557993;3.56216e-07
2.500000;0.000390694;0.000541603;3.45722e-07
2.500000;0.000449843;0.000525736;3.35438e-07
2.500000;0.000517947;0.000509741;3.25299e-07
2.500000;0.000596362;0.000494363;3.15706e-07
2.500000;0.000686649;0.000479899;3.06413e-07
2.500000;0.000790604;0.000465468;2.97148e-07
2.500000;0.000910298;0.000451015;2.88174e-07
2.500000;0.00104811;0.000437785;2.80359e-07
2.500000;0.00120679;0.000424703;2.72336e-07
2.500000;0.0013895;0.00041146;2.63873e-07
2.500000;0.00159986;0.000399047;2.55932e-07
2.500000;0.00184207;0.000387098;2.48057e-07
2.500000;0.00212095;0.000375213;2.40529e-07
2.500000;0.00244205;0.000363481;2.3299e-07
2.500000;0.00281177;0.000352659;2.25714e-07
2.500000;0.00323746;0.00034191;2.18961e-07
2.500000;0.00372759;0.000331064;2.12032e-07
2.500000;0.00429193;0.00032102;2.05486e-07
2.500000;0.00494171;0.000311259;1.9961e-07
2.500000;0.00568987;0.000301368;1.93545e-07
2.500000;0.00655129;0.000291897;1.87394e-07
2.500000;0.00754312;0.000282968;1.8157e-07
2.500000;0.00868511;0.000274165;1.75859e-07
2.500000;0.01;0.000265239;1.70295e-07
