Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.000127425;8.21575e-08
2.500000;1.1514e-05;0.000124144;7.9975e-08
2.500000;1.32571e-05;0.000120986;7.79446e-08
2.500000;1.52642e-05;0.000117981;7.60037e-08
2.500000;1.75751e-05;0.000114999;7.40142e-08
2.500000;2.02359e-05;0.000111977;7.20349e-08
2.500000;2.32995e-05;0.000109215;7.02213e-08
2.500000;2.6827e-05;0.000106467;6.83996e-08
2.500000;3.08884e-05;0.000103678;6.66395e-08
2.500000;3.55648e-05;0.000101048;6.49428e-08
2.500000;4.09492e-05;9.8515e-05;6.32909e-08
2.500000;4.71487e-05;9.59471e-05;6.16305e-08
2.500000;5.42868e-05;9.34457e-05;6.0021e-08
2.500000;6.25055e-05;9.10977e-05;5.85053e-08
2.500000;7.19686e-05;8.8767e-05;5.69766e-08
2.500000;8.28643e-05;8.6414e-05;5.54674e-08
2.500000;9.54095e-05;8.42337e-05;5.40187e-08
2.500000;0.000109854;8.2092e-05;5.25922e-08
2.500000;0.000126486;7.99228e-05;5.11739e-08
2.500000;0.000145635;7.7851e-05;4.98285e-08
2.500000;0.000167683;7.58724e-05;4.85533e-08
2.500000;0.00019307;7.39078e-05;4.72933e-08
2.500000;0.0002223;7.19342e-05;4.59977e-08
2.500000;0.000255955;7.01218e-05;4.48062e-08
2.500000;0.000294705;6.8316e-05;4.36381e-08
2.500000;0.000339322;6.64897e-05;4.24513e-08
2.500000;0.000390694;6.47797e-05;4.13503e-08
2.500000;0.000449843;6.31309e-05;4.02793e-08
2.500000;0.000517947;6.14542e-05;3.91786e-08
2.500000;0.000596362;5.98286e-05;3.81129e-08
2.500000;0.000686649;5.8302e-05;3.71236e-08
2.500000;0.000790604;5.67839e-05;3.61236e-08
2.500000;0.000910298;5.52471e-05;3.51251e-08
2.500000;0.00104811;5.38407e-05;3.42038e-08
2.500000;0.00120679;5.24504e-05;3.3301e-08
2.500000;0.0013895;5.10417e-05;3.2386e-08
2.500000;0.00159986;4.97038e-05;3.1514e-08
2.500000;0.00184207;4.84205e-05;3.06716e-08
2.500000;0.00212095;4.71461e-05;2.98383e-08
2.500000;0.00244205;4.5879e-05;2.90183e-08
2.500000;0.00281177;4.47062e-05;2.82653e-08
2.500000;0.00323746;4.35376e-05;2.75037e-08
2.500000;0.00372759;4.23527e-05;2.6737e-08
2.500000;0.00429193;4.1253e-05;2.60056e-08
2.500000;0.00494171;4.01835e-05;2.53311e-08
2.500000;0.00568987;3.90952e-05;2.46392e-08
2.500000;0.00655129;3.8048e-05;2.39485e-08
2.500000;0.00754312;3.7055e-05;2.32984e-08
2.500000;0.00868511;3.60776e-05;2.2659e-08
2.500000;0.01;3.50823e-05;2.20106e-08
