Q2 (GeV);beta;x;sigma (mb);sigma error (mb);fit
7.5;0.04;0.0002;-3.50452e-09;3.02484e-09;0.891255
7.5;0.04;0.0004;-1.31093e-09;2.3205e-09;0.625274
7.5;0.04;0.00079;-1.31093e-09;2.3205e-09;0.625274
7.5;0.1;0.0002;8.53025e-09;4.36475e-09;0.504602
7.5;0.1;0.0004;1.01429e-08;3.76097e-09;0.340781
7.5;0.1;0.00079;1.17433e-08;3.87264e-09;1.15403
7.5;0.1;0.00158;5.46339e-09;3.64395e-09;1.17005
7.5;0.1;0.00316;5.46339e-09;3.64395e-09;1.17005
7.5;0.2;0.0002;4.84303e-08;7.75186e-09;1.24832
7.5;0.2;0.0004;4.47049e-08;4.9237e-09;0.852951
7.5;0.2;0.00079;3.60068e-08;4.67203e-09;0.948047
7.5;0.2;0.00158;2.95263e-08;3.80756e-09;0.141721
7.5;0.2;0.00316;3.0283e-08;4.01138e-09;0.801845
7.5;0.4;0.0002;8.4745e-07;1.4903e-08;0.708109
7.5;0.4;0.0004;6.37518e-07;8.37829e-09;0.705052
7.5;0.4;0.00079;4.97005e-07;6.08558e-09;0.827945
7.5;0.4;0.00158;3.82734e-07;4.6643e-09;2.33282
7.5;0.4;0.00316;3.10206e-07;4.60314e-09;0.772134
7.5;0.4;0.00668;2.77728e-07;3.71914e-09;1.00731
7.5;0.65;0.0002;5.98344e-06;1.22111e-08;0.748448
7.5;0.65;0.0004;4.66585e-06;1.13791e-08;0.813237
7.5;0.65;0.00079;3.68264e-06;9.24821e-09;1.0285
7.5;0.65;0.00158;2.88361e-06;7.97336e-09;1.77318
7.5;0.65;0.00316;2.25983e-06;6.94029e-09;1.16158
7.5;0.65;0.00668;1.77767e-06;4.48462e-09;0.825349
7.5;0.9;0.0004;1.4782e-05;1.70139e-08;2.42417
7.5;0.9;0.00079;1.17497e-05;1.13774e-08;0.634644
7.5;0.9;0.00158;9.34423e-06;1.04008e-08;2.36049
7.5;0.9;0.00316;7.48003e-06;7.56024e-09;1.63907
7.5;0.9;0.00668;5.9127e-06;1.51043e-08;0.869031
7.5;0.9;0.01778;5.37668e-06;1.04107e-08;1.13428
