Q2 (GeV);beta;x;sigma (mb);sigma error (mb);fit
4.5;0.1;0.00067;-7.0224e-08;1.13134e-08;0.400711
4.5;0.2;0.00012;9.49504e-08;1.93253e-08;0.976921
4.5;0.2;0.00029;2.01956e-07;1.5e-08;0.877295
4.5;0.2;0.00067;2.69932e-07;1.18557e-08;0.762811
4.5;0.4;0.00012;2.48322e-05;2.10412e-08;0.57873
4.5;0.4;0.00029;1.83306e-05;1.61599e-08;0.442415
4.5;0.4;0.00067;1.38276e-05;1.26419e-08;0.876754
4.5;0.4;0.0016;1.04114e-05;1.0231e-08;0.837216
4.5;0.65;0.00012;0.000185054;2.57964e-08;0.422574
4.5;0.65;0.00029;0.0001384;1.9891e-08;0.863025
4.5;0.65;0.00067;0.000105525;1.5694e-08;0.983083
4.5;0.65;0.0016;8.00113e-05;1.23693e-08;1.84927
4.5;0.9;0.00029;0.000444068;3.30367e-08;2.6263
4.5;0.9;0.00067;0.000344111;2.60503e-08;2.86241
4.5;0.9;0.0016;0.000265652;2.05144e-08;2.97485
