Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.00131115;8.96986e-07
2.500000;1.1514e-05;0.00127111;8.70319e-07
2.500000;1.32571e-05;0.00123281;8.46207e-07
2.500000;1.52642e-05;0.00119633;8.2219e-07
2.500000;1.75751e-05;0.00116144;7.9817e-07
2.500000;2.02359e-05;0.00112542;7.75174e-07
2.500000;2.32995e-05;0.00109246;7.52415e-07
2.500000;2.6827e-05;0.00106072;7.29174e-07
2.500000;3.08884e-05;0.00102783;7.07623e-07
2.500000;3.55648e-05;0.000997121;6.87421e-07
2.500000;4.09492e-05;0.00096841;6.68209e-07
2.500000;4.71487e-05;0.000938404;6.44551e-07
2.500000;5.42868e-05;0.000909293;6.24764e-07
2.500000;6.25055e-05;0.000882242;6.06891e-07
2.500000;7.19686e-05;0.000856265;5.90258e-07
2.500000;8.28643e-05;0.000829137;5.71933e-07
2.500000;9.54095e-05;0.000804431;5.54981e-07
2.500000;0.000109854;0.000780812;5.39873e-07
2.500000;0.000126486;0.000756286;5.23631e-07
2.500000;0.000145635;0.00073289;5.09003e-07
2.500000;0.000167683;0.000710737;4.93774e-07
2.500000;0.00019307;0.000689366;4.79593e-07
2.500000;0.0002223;0.000667425;4.63985e-07
2.500000;0.000255955;0.000647292;4.50213e-07
2.500000;0.000294705;0.000627851;4.38149e-07
2.500000;0.000339322;0.000607794;4.2517e-07
2.500000;0.000390694;0.000589072;4.12167e-07
2.500000;0.000449843;0.000571628;4.0156e-07
2.500000;0.000517947;0.000553496;3.88685e-07
2.500000;0.000596362;0.000535927;3.76282e-07
2.500000;0.000686649;0.000519421;3.645e-07
2.500000;0.000790604;0.000503609;3.55087e-07
2.500000;0.000910298;0.00048711;3.43036e-07
2.500000;0.00104811;0.000472038;3.32934e-07
2.500000;0.00120679;0.000457691;3.23827e-07
2.500000;0.0013895;0.000442743;3.13332e-07
2.500000;0.00159986;0.000428635;3.03512e-07
2.500000;0.00184207;0.000415139;2.94681e-07
2.500000;0.00212095;0.000402224;2.85896e-07
2.500000;0.00244205;0.000388962;2.76546e-07
2.500000;0.00281177;0.000376764;2.67907e-07
2.500000;0.00323746;0.000365058;2.59634e-07
2.500000;0.00372759;0.0003529;2.51165e-07
2.500000;0.00429193;0.000341575;2.43315e-07
2.500000;0.00494171;0.000331013;2.36252e-07
2.500000;0.00568987;0.000319947;2.28852e-07
2.500000;0.00655129;0.000309458;2.21602e-07
2.500000;0.00754312;0.00029951;2.14533e-07
2.500000;0.00868511;0.000289973;2.07527e-07
2.500000;0.01;0.000280057;2.00697e-07
