Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.00131116;8.98476e-07
2.500000;1.1514e-05;0.00127108;8.72176e-07
2.500000;1.32571e-05;0.00123272;8.47686e-07
2.500000;1.52642e-05;0.00119627;8.23096e-07
2.500000;1.75751e-05;0.00116135;7.99302e-07
2.500000;2.02359e-05;0.00112526;7.73767e-07
2.500000;2.32995e-05;0.00109239;7.52721e-07
2.500000;2.6827e-05;0.00106063;7.30497e-07
2.500000;3.08884e-05;0.00102773;7.07601e-07
2.500000;3.55648e-05;0.000997014;6.86932e-07
2.500000;4.09492e-05;0.000968299;6.6784e-07
2.500000;4.71487e-05;0.000938308;6.44864e-07
2.500000;5.42868e-05;0.000909277;6.25113e-07
2.500000;6.25055e-05;0.000882109;6.07015e-07
2.500000;7.19686e-05;0.00085611;5.89977e-07
2.500000;8.28643e-05;0.000829081;5.72739e-07
2.500000;9.54095e-05;0.000804327;5.55092e-07
2.500000;0.000109854;0.000780684;5.39259e-07
2.500000;0.000126486;0.000756214;5.23068e-07
2.500000;0.000145635;0.000732868;5.06946e-07
2.500000;0.000167683;0.000710659;4.9178e-07
2.500000;0.00019307;0.000689291;4.78166e-07
2.500000;0.0002223;0.000667396;4.62081e-07
2.500000;0.000255955;0.000647315;4.48299e-07
2.500000;0.000294705;0.00062797;4.36504e-07
2.500000;0.000339322;0.000607814;4.23552e-07
2.500000;0.000390694;0.000589101;4.10136e-07
2.500000;0.000449843;0.000571581;3.98758e-07
2.500000;0.000517947;0.000553402;3.8852e-07
2.500000;0.000596362;0.000535821;3.76961e-07
2.500000;0.000686649;0.000519336;3.65531e-07
2.500000;0.000790604;0.000503501;3.54816e-07
2.500000;0.000910298;0.000487077;3.43657e-07
2.500000;0.00104811;0.000472046;3.32769e-07
2.500000;0.00120679;0.000457704;3.23709e-07
2.500000;0.0013895;0.00044271;3.13227e-07
2.500000;0.00159986;0.000428613;3.03878e-07
2.500000;0.00184207;0.000415106;2.94679e-07
2.500000;0.00212095;0.000402189;2.85121e-07
2.500000;0.00244205;0.000388956;2.75823e-07
2.500000;0.00281177;0.000376737;2.67169e-07
2.500000;0.00323746;0.000365071;2.59106e-07
2.500000;0.00372759;0.000352898;2.50336e-07
2.500000;0.00429193;0.000341574;2.42545e-07
2.500000;0.00494171;0.00033101;2.35406e-07
2.500000;0.00568987;0.000319994;2.28074e-07
2.500000;0.00655129;0.000309488;2.20353e-07
2.500000;0.00754312;0.000299522;2.13376e-07
2.500000;0.00868511;0.000289978;2.0662e-07
2.500000;0.01;0.000280058;1.99141e-07
