Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.00130898;7.68804e-07
2.500000;1.1514e-05;0.00126903;7.44911e-07
2.500000;1.32571e-05;0.00123078;7.2297e-07
2.500000;1.52642e-05;0.00119438;7.0215e-07
2.500000;1.75751e-05;0.00115946;6.82661e-07
2.500000;2.02359e-05;0.00112332;6.61145e-07
2.500000;2.32995e-05;0.00109052;6.41819e-07
2.500000;2.6827e-05;0.00105873;6.24189e-07
2.500000;3.08884e-05;0.00102579;6.05255e-07
2.500000;3.55648e-05;0.000995181;5.8636e-07
2.500000;4.09492e-05;0.000966576;5.70789e-07
2.500000;4.71487e-05;0.000936606;5.53529e-07
2.500000;5.42868e-05;0.000907528;5.36587e-07
2.500000;6.25055e-05;0.000880407;5.20307e-07
2.500000;7.19686e-05;0.00085435;5.06556e-07
2.500000;8.28643e-05;0.000827462;4.9064e-07
2.500000;9.54095e-05;0.000802669;4.76382e-07
2.500000;0.000109854;0.000779102;4.63549e-07
2.500000;0.000126486;0.000754551;4.48616e-07
2.500000;0.000145635;0.000731267;4.35034e-07
2.500000;0.000167683;0.000709042;4.21718e-07
2.500000;0.00019307;0.000687798;4.10705e-07
2.500000;0.0002223;0.000665868;3.97172e-07
2.500000;0.000255955;0.000645816;3.84499e-07
2.500000;0.000294705;0.000626543;3.74298e-07
2.500000;0.000339322;0.000606401;3.62402e-07
2.500000;0.000390694;0.000587735;3.51031e-07
2.500000;0.000449843;0.000570258;3.42712e-07
2.500000;0.000517947;0.000552133;3.32409e-07
2.500000;0.000596362;0.000534586;3.20439e-07
2.500000;0.000686649;0.000518108;3.0952e-07
2.500000;0.000790604;0.000502312;3.01798e-07
2.500000;0.000910298;0.000485831;2.91941e-07
2.500000;0.00104811;0.000470821;2.83122e-07
2.500000;0.00120679;0.000456553;2.75588e-07
2.500000;0.0013895;0.000441636;2.65684e-07
2.500000;0.00159986;0.000427538;2.57112e-07
2.500000;0.00184207;0.000414053;2.48868e-07
2.500000;0.00212095;0.000401098;2.42035e-07
2.500000;0.00244205;0.000387918;2.33868e-07
2.500000;0.00281177;0.00037573;2.26291e-07
2.500000;0.00323746;0.000364069;2.20183e-07
2.500000;0.00372759;0.000351862;2.13042e-07
2.500000;0.00429193;0.000340607;2.06434e-07
2.500000;0.00494171;0.000330091;2.01119e-07
2.500000;0.00568987;0.000319075;1.94303e-07
2.500000;0.00655129;0.000308507;1.88002e-07
2.500000;0.00754312;0.000298593;1.81787e-07
2.500000;0.00868511;0.000289034;1.76326e-07
2.500000;0.01;0.000279141;1.70627e-07
