Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.000925945;5.37476e-07
2.500000;1.1514e-05;0.00089636;5.19608e-07
2.500000;1.32571e-05;0.000868036;5.0223e-07
2.500000;1.52642e-05;0.000841275;4.86334e-07
2.500000;1.75751e-05;0.000815379;4.73209e-07
2.500000;2.02359e-05;0.000788819;4.57327e-07
2.500000;2.32995e-05;0.000764588;4.43555e-07
2.500000;2.6827e-05;0.000741155;4.31723e-07
2.500000;3.08884e-05;0.000716917;4.1849e-07
2.500000;3.55648e-05;0.000694212;4.04817e-07
2.500000;4.09492e-05;0.000673037;3.95006e-07
2.500000;4.71487e-05;0.00065121;3.81869e-07
2.500000;5.42868e-05;0.000629956;3.70438e-07
2.500000;6.25055e-05;0.000610097;3.58804e-07
2.500000;7.19686e-05;0.000590995;3.49367e-07
2.500000;8.28643e-05;0.000571208;3.37373e-07
2.500000;9.54095e-05;0.000553091;3.26442e-07
2.500000;0.000109854;0.000535853;3.17735e-07
2.500000;0.000126486;0.000517938;3.07568e-07
2.500000;0.000145635;0.000500973;2.9673e-07
2.500000;0.000167683;0.000484737;2.86309e-07
2.500000;0.00019307;0.000469139;2.78149e-07
2.500000;0.0002223;0.000453163;2.6875e-07
2.500000;0.000255955;0.000438552;2.59556e-07
2.500000;0.000294705;0.000424468;2.51495e-07
2.500000;0.000339322;0.000409886;2.42762e-07
2.500000;0.000390694;0.000396318;2.34877e-07
2.500000;0.000449843;0.000383582;2.28144e-07
2.500000;0.000517947;0.000370397;2.20265e-07
2.500000;0.000596362;0.000357698;2.12356e-07
2.500000;0.000686649;0.00034579;2.04854e-07
2.500000;0.000790604;0.000334309;1.98521e-07
2.500000;0.000910298;0.000322528;1.91758e-07
2.500000;0.00104811;0.000311765;1.85143e-07
2.500000;0.00120679;0.000301439;1.79536e-07
2.500000;0.0013895;0.000290725;1.73291e-07
2.500000;0.00159986;0.000280639;1.67168e-07
2.500000;0.00184207;0.000270994;1.61598e-07
2.500000;0.00212095;0.000261712;1.56246e-07
2.500000;0.00244205;0.000252234;1.50559e-07
2.500000;0.00281177;0.000243541;1.45316e-07
2.500000;0.00323746;0.000235156;1.40468e-07
2.500000;0.00372759;0.000226461;1.35553e-07
2.500000;0.00429193;0.000218459;1.30599e-07
2.500000;0.00494171;0.000210909;1.26389e-07
2.500000;0.00568987;0.000203122;1.2204e-07
2.500000;0.00655129;0.000195611;1.17438e-07
2.500000;0.00754312;0.000188545;1.13253e-07
2.500000;0.00868511;0.000181752;1.0938e-07
2.500000;0.01;0.000174745;1.04897e-07
