Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.00131188;8.1198e-07
2.500000;1.1514e-05;0.00127179;7.86509e-07
2.500000;1.32571e-05;0.00123353;7.6362e-07
2.500000;1.52642e-05;0.00119719;7.41517e-07
2.500000;1.75751e-05;0.00116224;7.20335e-07
2.500000;2.02359e-05;0.00112595;6.9852e-07
2.500000;2.32995e-05;0.00109323;6.77977e-07
2.500000;2.6827e-05;0.00106142;6.59666e-07
2.500000;3.08884e-05;0.00102834;6.39201e-07
2.500000;3.55648e-05;0.00099751;6.20361e-07
2.500000;4.09492e-05;0.000968737;6.03376e-07
2.500000;4.71487e-05;0.000938784;5.85537e-07
2.500000;5.42868e-05;0.000909728;5.6809e-07
2.500000;6.25055e-05;0.000882709;5.50518e-07
2.500000;7.19686e-05;0.000856594;5.3533e-07
2.500000;8.28643e-05;0.000829448;5.19158e-07
2.500000;9.54095e-05;0.000804635;5.0392e-07
2.500000;0.000109854;0.000780976;4.90279e-07
2.500000;0.000126486;0.00075644;4.75374e-07
2.500000;0.000145635;0.000733279;4.60388e-07
2.500000;0.000167683;0.000711001;4.45719e-07
2.500000;0.00019307;0.000689629;4.33553e-07
2.500000;0.0002223;0.000667782;4.19837e-07
2.500000;0.000255955;0.000647667;4.07096e-07
2.500000;0.000294705;0.000628271;3.96458e-07
2.500000;0.000339322;0.000608098;3.83681e-07
2.500000;0.000390694;0.000589407;3.73292e-07
2.500000;0.000449843;0.000571945;3.62847e-07
2.500000;0.000517947;0.000553698;3.51684e-07
2.500000;0.000596362;0.000536051;3.39626e-07
2.500000;0.000686649;0.000519521;3.29258e-07
2.500000;0.000790604;0.000503701;3.19879e-07
2.500000;0.000910298;0.000487252;3.0946e-07
2.500000;0.00104811;0.000472219;2.99963e-07
2.500000;0.00120679;0.000457889;2.91857e-07
2.500000;0.0013895;0.000442919;2.82102e-07
2.500000;0.00159986;0.000428821;2.72897e-07
2.500000;0.00184207;0.000415292;2.64547e-07
2.500000;0.00212095;0.000402371;2.57149e-07
2.500000;0.00244205;0.00038913;2.48443e-07
2.500000;0.00281177;0.000376901;2.40804e-07
2.500000;0.00323746;0.000365228;2.34439e-07
2.500000;0.00372759;0.000353023;2.26957e-07
2.500000;0.00429193;0.000341766;2.19587e-07
2.500000;0.00494171;0.000331219;2.13387e-07
2.500000;0.00568987;0.000320176;2.06202e-07
2.500000;0.00655129;0.000309633;1.99288e-07
2.500000;0.00754312;0.000299644;1.92649e-07
2.500000;0.00868511;0.000290093;1.87178e-07
2.500000;0.01;0.000280247;1.81461e-07
