Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.00131167;7.95692e-07
2.500000;1.1514e-05;0.00127168;7.71931e-07
2.500000;1.32571e-05;0.0012334;7.49178e-07
2.500000;1.52642e-05;0.00119709;7.26081e-07
2.500000;1.75751e-05;0.00116205;7.05973e-07
2.500000;2.02359e-05;0.00112587;6.84436e-07
2.500000;2.32995e-05;0.0010929;6.65022e-07
2.500000;2.6827e-05;0.00106124;6.47045e-07
2.500000;3.08884e-05;0.00102833;6.2719e-07
2.500000;3.55648e-05;0.00099744;6.08095e-07
2.500000;4.09492e-05;0.000968671;5.92421e-07
2.500000;4.71487e-05;0.000938766;5.74356e-07
2.500000;5.42868e-05;0.000909589;5.56561e-07
2.500000;6.25055e-05;0.000882456;5.40377e-07
2.500000;7.19686e-05;0.000856416;5.2517e-07
2.500000;8.28643e-05;0.000829315;5.08145e-07
2.500000;9.54095e-05;0.000804517;4.93235e-07
2.500000;0.000109854;0.000780863;4.80471e-07
2.500000;0.000126486;0.000756239;4.65261e-07
2.500000;0.000145635;0.000732856;4.50873e-07
2.500000;0.000167683;0.000710892;4.356e-07
2.500000;0.00019307;0.000689475;4.24164e-07
2.500000;0.0002223;0.000667541;4.10793e-07
2.500000;0.000255955;0.000647477;3.98549e-07
2.500000;0.000294705;0.000628151;3.88082e-07
2.500000;0.000339322;0.000608003;3.75917e-07
2.500000;0.000390694;0.000589284;3.64385e-07
2.500000;0.000449843;0.000571751;3.5438e-07
2.500000;0.000517947;0.000553579;3.43129e-07
2.500000;0.000596362;0.00053599;3.31918e-07
2.500000;0.000686649;0.000519478;3.21844e-07
2.500000;0.000790604;0.000503603;3.12867e-07
2.500000;0.000910298;0.000487153;3.02967e-07
2.500000;0.00104811;0.000472111;2.93255e-07
2.500000;0.00120679;0.000457814;2.85674e-07
2.500000;0.0013895;0.000442843;2.75626e-07
2.500000;0.00159986;0.000428757;2.66937e-07
2.500000;0.00184207;0.000415201;2.58165e-07
2.500000;0.00212095;0.00040227;2.51106e-07
2.500000;0.00244205;0.000389032;2.42671e-07
2.500000;0.00281177;0.000376821;2.34614e-07
2.500000;0.00323746;0.000365114;2.2816e-07
2.500000;0.00372759;0.000352967;2.21012e-07
2.500000;0.00429193;0.000341699;2.14049e-07
2.500000;0.00494171;0.00033114;2.07795e-07
2.500000;0.00568987;0.000320118;2.00898e-07
2.500000;0.00655129;0.000309505;1.9404e-07
2.500000;0.00754312;0.000299622;1.88349e-07
2.500000;0.00868511;0.000290084;1.82697e-07
2.500000;0.01;0.000280186;1.76591e-07
