Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.00131105;8.96022e-07
2.500000;1.1514e-05;0.00127096;8.71522e-07
2.500000;1.32571e-05;0.00123271;8.45376e-07
2.500000;1.52642e-05;0.00119624;8.21563e-07
2.500000;1.75751e-05;0.00116114;7.97678e-07
2.500000;2.02359e-05;0.00112521;7.73046e-07
2.500000;2.32995e-05;0.00109215;7.50883e-07
2.500000;2.6827e-05;0.00106054;7.29678e-07
2.500000;3.08884e-05;0.00102768;7.07201e-07
2.500000;3.55648e-05;0.000996706;6.8597e-07
2.500000;4.09492e-05;0.000967992;6.66894e-07
2.500000;4.71487e-05;0.000938075;6.46185e-07
2.500000;5.42868e-05;0.000908919;6.26155e-07
2.500000;6.25055e-05;0.00088193;6.07823e-07
2.500000;7.19686e-05;0.000855877;5.90521e-07
2.500000;8.28643e-05;0.000828826;5.71044e-07
2.500000;9.54095e-05;0.00080401;5.53331e-07
2.500000;0.000109854;0.000780576;5.37143e-07
2.500000;0.000126486;0.000756007;5.20031e-07
2.500000;0.000145635;0.000732686;5.04005e-07
2.500000;0.000167683;0.00071055;4.8816e-07
2.500000;0.00019307;0.000689233;4.74994e-07
2.500000;0.0002223;0.000667282;4.59787e-07
2.500000;0.000255955;0.000647146;4.45817e-07
2.500000;0.000294705;0.000627825;4.33355e-07
2.500000;0.000339322;0.000607721;4.19673e-07
2.500000;0.000390694;0.00058902;4.06572e-07
2.500000;0.000449843;0.000571583;3.95135e-07
2.500000;0.000517947;0.000553354;3.83954e-07
2.500000;0.000596362;0.00053581;3.72692e-07
2.500000;0.000686649;0.000519395;3.62627e-07
2.500000;0.000790604;0.000503553;3.51952e-07
2.500000;0.000910298;0.000487083;3.40579e-07
2.500000;0.00104811;0.000472062;3.30577e-07
2.500000;0.00120679;0.000457823;3.21747e-07
2.500000;0.0013895;0.000442827;3.11937e-07
2.500000;0.00159986;0.000428703;3.02494e-07
2.500000;0.00184207;0.000415189;2.93087e-07
2.500000;0.00212095;0.000402225;2.83621e-07
2.500000;0.00244205;0.000388935;2.72857e-07
2.500000;0.00281177;0.000376751;2.64469e-07
2.500000;0.00323746;0.000365102;2.56928e-07
2.500000;0.00372759;0.000352913;2.48332e-07
2.500000;0.00429193;0.00034159;2.40379e-07
2.500000;0.00494171;0.00033102;2.33354e-07
2.500000;0.00568987;0.000320018;2.25955e-07
2.500000;0.00655129;0.000309486;2.18634e-07
2.500000;0.00754312;0.000299521;2.11584e-07
2.500000;0.00868511;0.000289974;2.05249e-07
2.500000;0.01;0.000280061;1.98666e-07
