Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.001311;8.95813e-07
2.500000;1.1514e-05;0.00127097;8.69942e-07
2.500000;1.32571e-05;0.00123258;8.43885e-07
2.500000;1.52642e-05;0.00119636;8.23913e-07
2.500000;1.75751e-05;0.00116138;7.99318e-07
2.500000;2.02359e-05;0.00112518;7.71758e-07
2.500000;2.32995e-05;0.00109222;7.50037e-07
2.500000;2.6827e-05;0.00106066;7.28245e-07
2.500000;3.08884e-05;0.00102772;7.06301e-07
2.500000;3.55648e-05;0.000996812;6.84262e-07
2.500000;4.09492e-05;0.000968069;6.64817e-07
2.500000;4.71487e-05;0.000938288;6.44236e-07
2.500000;5.42868e-05;0.000909093;6.2443e-07
2.500000;6.25055e-05;0.000882078;6.06768e-07
2.500000;7.19686e-05;0.000856001;5.89417e-07
2.500000;8.28643e-05;0.000828971;5.71054e-07
2.500000;9.54095e-05;0.000804171;5.54137e-07
2.500000;0.000109854;0.000780545;5.38186e-07
2.500000;0.000126486;0.000756023;5.21973e-07
2.500000;0.000145635;0.000732761;5.05278e-07
2.500000;0.000167683;0.000710514;4.90089e-07
2.500000;0.00019307;0.000689159;4.76544e-07
2.500000;0.0002223;0.000667186;4.61843e-07
2.500000;0.000255955;0.000647108;4.47841e-07
2.500000;0.000294705;0.000627853;4.35871e-07
2.500000;0.000339322;0.000607676;4.21881e-07
2.500000;0.000390694;0.000588943;4.08559e-07
2.500000;0.000449843;0.000571543;3.97298e-07
2.500000;0.000517947;0.000553356;3.85925e-07
2.500000;0.000596362;0.000535783;3.73791e-07
2.500000;0.000686649;0.00051935;3.62122e-07
2.500000;0.000790604;0.000503548;3.52311e-07
2.500000;0.000910298;0.000487074;3.40907e-07
2.500000;0.00104811;0.000472025;3.30735e-07
2.500000;0.00120679;0.000457698;3.21454e-07
2.500000;0.0013895;0.000442755;3.10878e-07
2.500000;0.00159986;0.000428664;3.02489e-07
2.500000;0.00184207;0.000415168;2.93757e-07
2.500000;0.00212095;0.000402213;2.84033e-07
2.500000;0.00244205;0.000388927;2.7456e-07
2.500000;0.00281177;0.000376806;2.65757e-07
2.500000;0.00323746;0.000365094;2.58268e-07
2.500000;0.00372759;0.000352914;2.49244e-07
2.500000;0.00429193;0.000341589;2.41105e-07
2.500000;0.00494171;0.000331037;2.34276e-07
2.500000;0.00568987;0.000320006;2.26497e-07
2.500000;0.00655129;0.000309476;2.18923e-07
2.500000;0.00754312;0.000299527;2.11873e-07
2.500000;0.00868511;0.000289973;2.0602e-07
2.500000;0.01;0.000280099;1.99012e-07
