Q2 (GeV);beta;x;sigma (mb);sigma error (mb);fit
9;0.04;0.00024;-8.60529e-09;4.0492e-09;0.0727821
9;0.04;0.00042;-4.3935e-09;3.4304e-09;0.134069
9;0.04;0.00075;-4.29008e-09;2.87508e-09;0.0875949
9;0.1;0.00024;-3.16563e-08;4.45812e-09;0.586318
9;0.1;0.00042;-2.38966e-08;3.78032e-09;0.732419
9;0.1;0.00075;-1.69521e-08;3.1922e-09;0.630999
9;0.1;0.00133;-1.13813e-08;2.70208e-09;0.664238
9;0.1;0.00237;-8.27438e-09;2.31551e-09;0.584664
9;0.2;0.00024;-1.30241e-07;4.68819e-09;0.716161
9;0.2;0.00042;-8.33118e-08;3.94495e-09;0.543949
9;0.2;0.00075;-4.66876e-08;3.32707e-09;0.266841
9;0.2;0.00133;-1.8581e-08;2.82191e-09;0.17148
9;0.2;0.00237;2.57488e-09;2.41777e-09;0.218041
9;0.2;0.00421;1.7789e-08;2.02762e-09;0.157752
9;0.4;0.00024;2.81923e-06;5.2042e-09;0.485628
9;0.4;0.00042;2.29432e-06;4.37845e-09;0.287765
9;0.4;0.00075;1.86238e-06;3.66467e-09;0.150605
9;0.4;0.00133;1.52423e-06;3.0678e-09;0.213598
9;0.4;0.00237;1.25552e-06;2.57457e-09;0.130258
9;0.4;0.00421;1.04484e-06;2.18709e-09;0.138403
9;0.4;0.0075;8.77228e-07;1.8672e-09;0.25274
9;0.65;0.00024;3.42545e-05;6.05332e-09;0.469446
9;0.65;0.00042;2.80645e-05;5.10601e-09;0.674954
9;0.65;0.00075;2.28696e-05;4.30171e-09;0.8984
9;0.65;0.00133;1.87336e-05;3.61993e-09;0.947548
9;0.65;0.00237;1.53593e-05;3.02687e-09;0.618672
9;0.65;0.00421;1.2639e-05;2.55878e-09;0.605509
9;0.65;0.0075;1.04244e-05;2.18096e-09;0.614737
9;0.9;0.00042;0.000108507;8.71472e-09;1.96355
9;0.9;0.00075;8.9646e-05;7.2817e-09;2.32811
9;0.9;0.00133;7.44863e-05;6.15046e-09;2.77445
9;0.9;0.00237;6.19935e-05;5.22664e-09;2.21002
9;0.9;0.00421;5.18061e-05;4.42295e-09;2.01306
