Q2 (GeV);x;sigma (mb);sigma error (mb)
2.500000;1e-05;0.0218093;1.35107e-05
2.500000;1.1514e-05;0.0211212;1.30752e-05
2.500000;1.32571e-05;0.0204639;1.26957e-05
2.500000;1.52642e-05;0.019841;1.23178e-05
2.500000;1.75751e-05;0.0192438;1.20153e-05
2.500000;2.02359e-05;0.0186246;1.1633e-05
2.500000;2.32995e-05;0.0180579;1.128e-05
2.500000;2.6827e-05;0.0175141;1.09009e-05
2.500000;3.08884e-05;0.0169512;1.05531e-05
2.500000;3.55648e-05;0.016426;1.02705e-05
2.500000;4.09492e-05;0.0159357;9.99288e-06
2.500000;4.71487e-05;0.0154216;9.66062e-06
2.500000;5.42868e-05;0.0149253;9.30433e-06
2.500000;6.25055e-05;0.0144642;8.99956e-06
2.500000;7.19686e-05;0.0140207;8.75281e-06
2.500000;8.28643e-05;0.0135579;8.44966e-06
2.500000;9.54095e-05;0.013137;8.17239e-06
2.500000;0.000109854;0.0127362;7.9495e-06
2.500000;0.000126486;0.0123193;7.69222e-06
2.500000;0.000145635;0.0119234;7.45317e-06
2.500000;0.000167683;0.0115467;7.1959e-06
2.500000;0.00019307;0.0111858;7.00239e-06
2.500000;0.0002223;0.0108156;6.77423e-06
2.500000;0.000255955;0.0104767;6.5633e-06
2.500000;0.000294705;0.0101499;6.36734e-06
2.500000;0.000339322;0.00981094;6.16608e-06
2.500000;0.000390694;0.00949708;5.98401e-06
2.500000;0.000449843;0.00920356;5.81833e-06
2.500000;0.000517947;0.00889616;5.62257e-06
2.500000;0.000596362;0.00860018;5.4277e-06
2.500000;0.000686649;0.00832262;5.23311e-06
2.500000;0.000790604;0.00805797;5.07968e-06
2.500000;0.000910298;0.00778209;4.91779e-06
2.500000;0.00104811;0.00753075;4.75921e-06
2.500000;0.00120679;0.00729227;4.62586e-06
2.500000;0.0013895;0.00704336;4.46549e-06
2.500000;0.00159986;0.0068092;4.30916e-06
2.500000;0.00184207;0.00658355;4.13778e-06
2.500000;0.00212095;0.00636834;4.01462e-06
2.500000;0.00244205;0.00614781;3.8697e-06
2.500000;0.00281177;0.00594605;3.75874e-06
2.500000;0.00323746;0.00575192;3.6491e-06
2.500000;0.00372759;0.00555159;3.51404e-06
2.500000;0.00429193;0.00536478;3.39711e-06
2.500000;0.00494171;0.00519023;3.30849e-06
2.500000;0.00568987;0.00500848;3.20644e-06
2.500000;0.00655129;0.00483389;3.10639e-06
2.500000;0.00754312;0.00466995;3.02155e-06
2.500000;0.00868511;0.00451301;2.92023e-06
2.500000;0.01;0.00434988;2.81342e-06
